Response_ID,Survey_Date,Age_Group,Gender,City_Tier,Location,Annual_Income,Occupation,Purchase_Frequency,Annual_Luxury_Spending,Brand_Loyalty_Score,Interest_Handbags,Interest_Watches,Interest_Jewelry,Interest_Fashion,Interest_Shoes,Interest_Cosmetics,Interest_Fragrances,Total_Categories_Interest,Urgency_Frequency,Online_Shopping_Pct,Gratification_Score,WTP_1Hour_Premium,WTP_Percentage,Service_Interest_Score,Likelihood_to_Use,Predicted_Premium_Spend,Customer_Segment
R0367,2025-11-10,55-64,Female,Tier 1 (Metro),Dubai,$200K-$300K,Entrepreneur,Every 2-3mo,$15K-$30K,4,0,1,1,0,1,1,1,5,2-4x/year,35,4,57,5.7,7,Very Likely,342,Aspirational
R0368,2025-11-11,35-44,Female,Tier 1 (Metro),London,$200K-$300K,Luxury Retail,Every 2-3mo,$15K-$30K,8,0,0,0,1,0,0,1,2,Every 2-3mo,36,7,76,7.6,6,Likely,456,Aspirational
R0369,2025-11-09,25-34,Female,Tier 2 (Large City),Sydney,$200K-$300K,Entrepreneur,2-3x/month,$15K-$30K,6,1,1,0,1,0,1,1,5,Yearly,49,6,56,5.6,7,Very Likely,1679,Aspirational
R0370,2025-10-30,65+,Male,Tier 1 (Metro),New York,$300K-$500K,Tech,Weekly,$15K-$30K,4,0,1,1,1,0,0,0,3,Yearly,20,4,57,5.7,5,Likely,2964,Aspirational
R0371,2025-10-27,45-54,Female,Tier 2 (Large City),Sydney,Under $75K,Finance,2-4x/year,<$5K,5,0,0,0,1,0,0,0,1,Yearly,31,5,27,2.7,2,Unlikely,81,Gifter
R0372,2025-10-19,35-44,Male,Tier 2 (Large City),Miami,$300K-$500K,Finance,Monthly,$50K-$100K,6,1,1,0,1,0,0,1,4,2-4x/year,51,8,71,7.1,5,Likely,851,Affluent Pro
R0373,2025-10-19,55-64,Male,Tier 1 (Metro),London,$200K-$300K,Real Estate,Weekly,$5K-$15K,9,1,0,1,1,0,0,0,3,Every 2-3mo,37,4,52,5.2,7,Very Likely,2704,Aspirational
R0374,2025-11-04,45-54,Male,Tier 2 (Large City),Toronto,$200K-$300K,Real Estate,Every 2-3mo,$5K-$15K,4,0,1,1,1,0,0,0,3,2-4x/year,17,2,48,4.8,3,Unlikely,288,Aspirational
R0375,2025-10-23,25-34,Female,Tier 2 (Large City),Sydney,$200K-$300K,Luxury Retail,2-4x/year,$5K-$15K,8,0,0,0,1,1,1,0,3,Every 2-3mo,66,6,35,3.5,7,Very Likely,105,Aspirational
R0376,2025-11-09,35-44,Male,Tier 1 (Metro),Los Angeles,$1M+,Consulting,Monthly,$50K-$100K,8,0,0,0,1,0,1,0,2,Multiple/mo,42,6,144,14.4,8,Definitely,1728,Affluent Pro
R0377,2025-11-09,35-44,Male,Tier 2 (Large City),Chicago,$125K-$200K,Consulting,2-4x/year,$5K-$15K,8,1,1,1,1,0,1,0,5,Yearly,73,4,6,0.6,6,Likely,18,Gifter
R0378,2025-11-13,35-44,Female,Tier 1 (Metro),London,$125K-$200K,Entrepreneur,Monthly,$5K-$15K,6,1,0,0,0,0,1,1,3,2-4x/year,58,7,6,0.6,5,Likely,72,Digital-First
R0379,2025-10-19,25-34,Male,Tier 2 (Large City),Sydney,$125K-$200K,Tech,2-4x/year,$15K-$30K,5,0,0,1,0,1,0,1,3,Rarely,74,8,50,5.0,7,Very Likely,150,Gifter
R0380,2025-11-06,35-44,Female,Tier 1 (Metro),Singapore,$1M+,Legal,Monthly,$250K+,9,0,0,0,1,1,1,0,3,Rarely,56,7,81,8.1,8,Definitely,972,Ultra-HNW
R0381,2025-11-01,25-34,Female,Tier 1 (Metro),Los Angeles,Under $75K,Finance,Every 2-3mo,<$5K,5,1,1,1,0,0,1,0,4,Monthly,38,3,64,6.4,4,Possibly,384,Digital-First
R0382,2025-10-30,55-64,Male,Tier 2 (Large City),Toronto,$500K-$1M,Real Estate,Every 2-3mo,$30K-$50K,7,0,1,0,1,0,1,0,3,Yearly,57,4,77,7.7,3,Unlikely,462,Affluent Pro
R0383,2025-10-26,65+,Male,Tier 1 (Metro),Dubai,Under $75K,Consulting,Yearly,<$5K,5,0,0,1,1,0,0,0,2,Yearly,35,5,21,2.1,2,Unlikely,21,Gifter
R0384,2025-10-29,45-54,Female,Tier 3 (Mid-size City),Geneva,$75K-$125K,Luxury Retail,Rarely,<$5K,4,1,1,0,0,0,0,0,2,2-4x/year,40,5,24,2.4,2,Unlikely,12,Gifter
R0385,2025-10-25,25-34,Female,Tier 2 (Large City),Miami,Under $75K,Finance,2-4x/year,<$5K,5,0,0,0,1,0,1,1,3,Every 2-3mo,76,7,51,5.1,7,Very Likely,153,Gifter
R0386,2025-10-25,35-44,Male,Tier 2 (Large City),Miami,$125K-$200K,Finance,Yearly,$5K-$15K,6,0,1,0,0,0,0,0,1,Yearly,24,2,23,2.3,2,Unlikely,23,Gifter
R0387,2025-10-28,25-34,Other,Tier 2 (Large City),Miami,$200K-$300K,Entrepreneur,2-4x/year,$5K-$15K,7,0,0,1,1,0,1,1,4,Rarely,63,4,31,3.1,4,Possibly,93,Aspirational
R0388,2025-11-10,25-34,Female,Tier 1 (Metro),Hong Kong,$125K-$200K,Tech,Every 2-3mo,$15K-$30K,4,0,1,0,1,0,0,0,2,2-4x/year,77,6,39,3.9,7,Very Likely,234,Digital-First
R0389,2025-10-18,25-34,Male,Tier 1 (Metro),Los Angeles,$200K-$300K,Entrepreneur,2-4x/year,$5K-$15K,8,1,1,0,1,0,0,1,4,Every 2-3mo,52,6,44,4.4,5,Likely,132,Aspirational
R0390,2025-10-30,35-44,Male,Tier 1 (Metro),Los Angeles,$125K-$200K,Finance,2-4x/year,$5K-$15K,7,0,1,0,0,0,1,0,2,Every 2-3mo,76,8,40,4.0,5,Likely,120,Gifter
R0391,2025-10-23,25-34,Female,Tier 1 (Metro),London,$300K-$500K,Luxury Retail,Every 2-3mo,$30K-$50K,5,1,1,1,0,0,1,1,5,2-4x/year,33,10,112,11.2,6,Likely,671,Affluent Pro
R0392,2025-11-10,18-24,Male,Tier 1 (Metro),Dubai,$125K-$200K,Finance,Every 2-3mo,$15K-$30K,6,1,0,0,1,1,0,1,4,2-4x/year,78,3,26,2.6,2,Unlikely,156,Digital-First
R0393,2025-11-13,45-54,Female,Tier 1 (Metro),New York,$200K-$300K,Finance,Every 2-3mo,$5K-$15K,5,0,0,0,1,0,0,0,1,2-4x/year,42,3,59,5.9,6,Likely,354,Aspirational
R0394,2025-11-05,45-54,Male,Tier 3 (Mid-size City),Geneva,Under $75K,Finance,Every 2-3mo,<$5K,8,0,0,0,0,0,0,0,0,2-4x/year,54,2,2,0.2,4,Possibly,12,Digital-First
R0395,2025-10-18,35-44,Male,Tier 1 (Metro),Singapore,$200K-$300K,Finance,2-3x/month,$5K-$15K,5,1,1,0,1,0,0,0,3,Rarely,37,6,62,6.2,7,Very Likely,1860,Aspirational
R0396,2025-10-23,65+,Female,Tier 1 (Metro),New York,$125K-$200K,Media,Monthly,$5K-$15K,5,1,0,1,0,0,1,0,3,Monthly,32,3,28,2.8,4,Possibly,335,Digital-First
R0397,2025-10-20,45-54,Male,Tier 1 (Metro),Singapore,$500K-$1M,Tech,2-3x/month,$50K-$100K,6,0,1,1,1,1,1,0,5,Every 2-3mo,26,3,114,11.4,3,Unlikely,3420,Affluent Pro
R0398,2025-10-30,35-44,Female,Tier 1 (Metro),Dubai,$125K-$200K,Legal,Yearly,$5K-$15K,6,1,0,1,0,0,1,1,4,2-4x/year,37,4,23,2.3,4,Possibly,23,Gifter
R0399,2025-11-02,35-44,Male,Tier 3 (Mid-size City),Geneva,$1M+,Media,2-3x/month,$250K+,8,0,1,1,0,1,0,0,3,Monthly,10,7,95,9.5,8,Definitely,2850,Ultra-HNW
R0400,2025-11-07,55-64,Male,Tier 3 (Mid-size City),Geneva,$75K-$125K,Finance,2-4x/year,<$5K,7,1,1,0,1,1,0,0,4,Monthly,73,7,65,6.5,6,Likely,195,Gifter
R0401,2025-11-11,45-54,Female,Tier 2 (Large City),Chicago,$125K-$200K,Legal,2-4x/year,$15K-$30K,8,1,1,0,0,1,0,0,3,Monthly,58,1,55,5.5,5,Likely,165,Gifter
R0402,2025-10-22,35-44,Male,Tier 2 (Large City),Sydney,Under $75K,Finance,Every 2-3mo,<$5K,3,0,1,1,1,1,1,0,5,2-4x/year,50,6,0,0.0,2,Unlikely,0,Digital-First
R0403,2025-10-26,55-64,Male,Tier 1 (Metro),New York,$125K-$200K,Entrepreneur,2-4x/year,$15K-$30K,6,0,0,1,0,0,1,1,3,Every 2-3mo,59,4,54,5.4,5,Likely,162,Gifter
R0404,2025-11-10,25-34,Female,Tier 1 (Metro),Los Angeles,$300K-$500K,Luxury Retail,2-3x/month,$30K-$50K,6,0,1,0,0,0,1,0,2,Every 2-3mo,36,8,116,11.6,5,Likely,3479,Affluent Pro
R0405,2025-11-07,25-34,Male,Tier 2 (Large City),Toronto,$200K-$300K,Healthcare,Weekly,$5K-$15K,7,0,1,0,0,0,0,0,1,Every 2-3mo,73,7,36,3.6,7,Very Likely,1872,Aspirational
R0406,2025-10-17,35-44,Female,Tier 2 (Large City),Sydney,$125K-$200K,Real Estate,2-4x/year,$15K-$30K,7,1,0,0,0,1,1,0,3,2-4x/year,47,1,20,2.0,4,Possibly,60,Gifter
R0407,2025-10-16,45-54,Female,Tier 2 (Large City),Sydney,$125K-$200K,Legal,2-4x/year,$15K-$30K,9,0,1,0,0,0,1,0,2,Yearly,37,5,4,0.4,6,Likely,12,Gifter
R0408,2025-10-16,65+,Male,Tier 1 (Metro),Los Angeles,$75K-$125K,Legal,2-3x/month,<$5K,5,0,1,0,0,1,1,1,4,Rarely,40,2,33,3.3,5,Likely,990,Digital-First
R0409,2025-10-19,35-44,Other,Tier 3 (Mid-size City),Geneva,$125K-$200K,Finance,Every 2-3mo,$15K-$30K,4,0,0,1,0,0,0,0,1,2-4x/year,24,5,13,1.3,3,Unlikely,78,Digital-First
R0410,2025-10-27,25-34,Female,Tier 2 (Large City),Chicago,$75K-$125K,Real Estate,Yearly,<$5K,5,0,0,0,1,1,1,0,3,Yearly,52,5,24,2.4,2,Unlikely,24,Gifter
R0411,2025-11-12,45-54,Male,Tier 1 (Metro),Singapore,$300K-$500K,Consulting,2-3x/month,$15K-$30K,8,0,1,0,1,1,1,0,4,Every 2-3mo,16,6,81,8.1,10,Definitely,2430,Aspirational
R0412,2025-10-18,18-24,Female,Tier 2 (Large City),Sydney,$1M+,Consulting,2-4x/year,$100K-$250K,9,1,0,0,0,0,0,0,1,Every 2-3mo,93,8,97,9.7,9,Definitely,290,Ultra-HNW
R0413,2025-11-05,45-54,Female,Tier 1 (Metro),Hong Kong,$200K-$300K,Consulting,Every 2-3mo,$15K-$30K,6,0,0,0,1,1,1,0,3,2-4x/year,53,4,33,3.3,5,Likely,198,Aspirational
R0414,2025-11-07,25-34,Male,Tier 1 (Metro),Los Angeles,$500K-$1M,Real Estate,Every 2-3mo,$30K-$50K,6,0,0,0,1,1,1,1,4,2-4x/year,52,6,90,9.0,6,Likely,540,Affluent Pro
R0415,2025-11-01,18-24,Male,Tier 1 (Metro),New York,$75K-$125K,Real Estate,Yearly,<$5K,5,0,0,0,1,0,0,1,2,2-4x/year,84,8,51,5.1,3,Unlikely,51,Gifter
R0416,2025-11-04,35-44,Female,Tier 2 (Large City),Sydney,$75K-$125K,Legal,Yearly,$5K-$15K,6,1,0,1,1,1,0,0,4,2-4x/year,21,3,17,1.7,4,Possibly,17,Gifter
R0417,2025-11-01,35-44,Female,Tier 1 (Metro),New York,$125K-$200K,Finance,Yearly,$15K-$30K,8,1,1,1,0,0,1,0,4,2-4x/year,40,4,63,6.3,7,Very Likely,63,Gifter
R0418,2025-10-30,35-44,Female,Tier 2 (Large City),Sydney,$200K-$300K,Tech,Monthly,$30K-$50K,7,0,0,0,0,1,1,0,2,Every 2-3mo,29,4,60,6.0,7,Very Likely,720,Aspirational
R0419,2025-11-05,35-44,Male,Tier 1 (Metro),Los Angeles,$300K-$500K,Entrepreneur,Monthly,$30K-$50K,5,1,1,1,1,1,0,0,5,Monthly,63,6,100,10.0,8,Definitely,1200,Affluent Pro
R0420,2025-11-11,45-54,Female,Tier 3 (Mid-size City),San Francisco,$125K-$200K,Legal,Rarely,<$5K,6,1,1,0,1,1,0,1,5,Every 2-3mo,44,7,31,3.1,6,Likely,15,Gifter
R0421,2025-10-30,35-44,Male,Tier 2 (Large City),Chicago,$500K-$1M,Real Estate,Monthly,$100K-$250K,9,0,1,0,0,0,1,0,2,2-4x/year,25,4,48,4.8,7,Very Likely,576,Ultra-HNW
R0422,2025-11-04,55-64,Female,Tier 1 (Metro),Hong Kong,$75K-$125K,Real Estate,Rarely,<$5K,7,1,1,0,0,0,1,1,4,2-4x/year,39,6,12,1.2,1,Unlikely,6,Gifter
R0423,2025-10-31,35-44,Female,Tier 1 (Metro),Dubai,$300K-$500K,Legal,Every 2-3mo,$30K-$50K,7,1,0,0,1,1,1,0,4,Yearly,57,6,85,8.5,6,Likely,510,Affluent Pro
R0424,2025-10-24,25-34,Female,Tier 1 (Metro),Dubai,$200K-$300K,Healthcare,2-4x/year,$30K-$50K,7,1,1,0,1,0,0,0,3,Every 2-3mo,95,3,76,7.6,5,Likely,228,Aspirational
R0425,2025-11-08,35-44,Female,Tier 2 (Large City),Sydney,$125K-$200K,Finance,2-4x/year,$15K-$30K,5,1,0,1,0,1,1,1,5,Yearly,36,7,29,2.9,3,Unlikely,87,Gifter
R0426,2025-11-13,55-64,Female,Tier 2 (Large City),Chicago,$1M+,Finance,Rarely,$50K-$100K,6,0,0,0,0,1,0,1,2,Monthly,60,4,92,9.2,8,Definitely,46,Affluent Pro
R0427,2025-10-29,45-54,Male,Tier 3 (Mid-size City),San Francisco,Under $75K,Luxury Retail,Yearly,<$5K,6,0,1,0,1,1,0,0,3,Every 2-3mo,37,3,64,6.4,4,Possibly,64,Gifter
R0428,2025-10-26,65+,Female,Tier 3 (Mid-size City),San Francisco,$300K-$500K,Tech,2-4x/year,$30K-$50K,3,1,1,0,0,1,1,0,4,2-4x/year,30,6,84,8.4,7,Very Likely,252,Affluent Pro
R0429,2025-10-29,18-24,Male,Tier 1 (Metro),London,$200K-$300K,Legal,Monthly,$30K-$50K,8,0,0,0,1,1,0,1,3,Monthly,66,9,131,13.1,9,Definitely,1572,Aspirational
R0430,2025-11-06,25-34,Male,Tier 2 (Large City),Miami,$200K-$300K,Healthcare,Monthly,$30K-$50K,5,0,0,1,1,0,1,0,3,Rarely,80,5,12,1.2,1,Unlikely,144,Aspirational
R0431,2025-11-10,45-54,Female,Tier 1 (Metro),Hong Kong,$125K-$200K,Tech,Every 2-3mo,$5K-$15K,4,1,1,0,0,1,0,0,3,2-4x/year,40,6,42,4.2,5,Likely,252,Digital-First
R0432,2025-11-05,45-54,Female,Tier 2 (Large City),Chicago,$200K-$300K,Legal,Monthly,$15K-$30K,4,1,0,0,0,1,1,1,4,Monthly,22,2,74,7.4,7,Very Likely,888,Aspirational
R0433,2025-11-08,25-34,Female,Tier 1 (Metro),London,$75K-$125K,Finance,Rarely,<$5K,5,1,0,0,1,1,0,0,3,Monthly,53,6,73,7.3,5,Likely,36,Gifter
R0434,2025-11-02,45-54,Female,Tier 2 (Large City),Toronto,$75K-$125K,Finance,Yearly,<$5K,6,1,0,1,0,0,0,0,2,2-4x/year,41,2,17,1.7,2,Unlikely,17,Gifter
R0435,2025-11-13,35-44,Female,Tier 2 (Large City),Sydney,$500K-$1M,Finance,Monthly,$100K-$250K,7,1,0,1,0,0,1,0,3,2-4x/year,57,7,49,4.9,5,Likely,588,Ultra-HNW
R0436,2025-10-29,45-54,Female,Tier 2 (Large City),Toronto,$125K-$200K,Legal,2-4x/year,$5K-$15K,4,1,0,0,1,0,0,0,2,Every 2-3mo,59,4,52,5.2,4,Possibly,156,Gifter
R0437,2025-10-28,45-54,Male,Tier 1 (Metro),Dubai,$200K-$300K,Legal,Every 2-3mo,$30K-$50K,4,1,1,0,1,0,1,0,4,Multiple/mo,39,6,66,6.6,4,Possibly,396,Aspirational
R0438,2025-11-01,35-44,Male,Tier 1 (Metro),New York,$125K-$200K,Real Estate,Every 2-3mo,$5K-$15K,9,1,1,1,0,0,0,0,3,Every 2-3mo,58,6,34,3.4,6,Likely,204,Digital-First
R0439,2025-11-03,55-64,Female,Tier 1 (Metro),Singapore,$75K-$125K,Entrepreneur,Every 2-3mo,<$5K,5,1,1,1,0,0,1,0,4,2-4x/year,10,4,43,4.3,5,Likely,258,Digital-First
R0440,2025-11-03,35-44,Female,Tier 1 (Metro),Hong Kong,$300K-$500K,Real Estate,2-4x/year,$15K-$30K,6,1,1,0,1,0,1,0,4,2-4x/year,64,3,73,7.3,6,Likely,219,Aspirational
R0441,2025-10-19,35-44,Male,Tier 1 (Metro),Dubai,$300K-$500K,Other,Monthly,$30K-$50K,7,1,0,0,0,1,0,0,2,Rarely,47,6,55,5.5,5,Likely,660,Affluent Pro
R0442,2025-10-26,45-54,Female,Tier 2 (Large City),Miami,$1M+,Healthcare,Monthly,$50K-$100K,6,0,1,0,1,1,0,0,3,Multiple/mo,52,8,124,12.4,6,Likely,1488,Affluent Pro
R0443,2025-11-11,45-54,Female,Tier 2 (Large City),Toronto,$75K-$125K,Tech,Yearly,<$5K,6,0,0,0,0,0,1,0,1,Every 2-3mo,73,6,59,5.9,3,Unlikely,59,Gifter
R0444,2025-11-05,45-54,Female,Tier 3 (Mid-size City),Geneva,$75K-$125K,Healthcare,Yearly,<$5K,4,1,1,0,1,1,0,0,4,Yearly,36,7,13,1.3,4,Possibly,13,Gifter
R0445,2025-11-10,45-54,Male,Tier 1 (Metro),New York,$75K-$125K,Real Estate,Weekly,$5K-$15K,5,0,0,0,0,0,1,1,2,Every 2-3mo,58,6,19,1.9,4,Possibly,988,Digital-First
R0446,2025-10-20,25-34,Female,Tier 1 (Metro),Dubai,$125K-$200K,Media,2-4x/year,$5K-$15K,8,1,1,1,1,0,1,0,5,2-4x/year,73,6,37,3.7,6,Likely,111,Gifter
R0447,2025-11-09,35-44,Male,Tier 2 (Large City),Sydney,$200K-$300K,Finance,2-4x/year,$15K-$30K,5,0,0,0,1,1,1,1,4,2-4x/year,49,4,46,4.6,6,Likely,138,Aspirational
R0448,2025-11-08,45-54,Female,Tier 1 (Metro),Singapore,$125K-$200K,Tech,2-3x/month,$5K-$15K,5,1,0,1,0,0,1,0,3,2-4x/year,60,6,44,4.4,3,Unlikely,1320,Digital-First
R0449,2025-11-05,25-34,Male,Tier 1 (Metro),Los Angeles,$200K-$300K,Real Estate,2-4x/year,$5K-$15K,4,1,0,1,1,0,1,0,4,2-4x/year,74,7,51,5.1,3,Unlikely,153,Aspirational
R0450,2025-10-25,25-34,Male,Tier 2 (Large City),Chicago,$300K-$500K,Entrepreneur,Rarely,$30K-$50K,7,0,1,0,0,0,0,1,2,2-4x/year,63,6,49,4.9,3,Unlikely,24,Affluent Pro
R0451,2025-11-11,35-44,Female,Tier 1 (Metro),Dubai,$300K-$500K,Healthcare,Yearly,$30K-$50K,3,1,1,0,1,1,1,0,5,Monthly,54,5,98,9.8,6,Likely,98,Affluent Pro
R0452,2025-11-06,25-34,Female,Tier 2 (Large City),Toronto,$500K-$1M,Finance,Monthly,$30K-$50K,5,0,0,0,1,0,1,1,3,Monthly,60,6,79,7.9,7,Very Likely,948,Affluent Pro
R0453,2025-11-02,35-44,Female,Tier 1 (Metro),New York,$300K-$500K,Luxury Retail,Every 2-3mo,$15K-$30K,8,0,0,0,1,1,1,0,3,Monthly,33,5,89,8.9,9,Definitely,534,Aspirational
R0454,2025-10-27,35-44,Female,Tier 1 (Metro),Dubai,$200K-$300K,Healthcare,2-4x/year,$15K-$30K,6,0,0,0,1,0,0,0,1,Every 2-3mo,50,5,61,6.1,5,Likely,183,Aspirational
R0455,2025-10-29,35-44,Male,Tier 1 (Metro),London,$200K-$300K,Consulting,Weekly,$30K-$50K,7,1,1,0,1,1,0,1,5,Every 2-3mo,56,5,64,6.4,6,Likely,3328,Aspirational
R0456,2025-11-09,35-44,Male,Tier 2 (Large City),Toronto,$200K-$300K,Other,Monthly,$15K-$30K,7,0,1,0,0,0,0,0,1,Every 2-3mo,45,4,62,6.2,5,Likely,744,Aspirational
R0457,2025-11-10,55-64,Female,Tier 1 (Metro),Los Angeles,$75K-$125K,Consulting,Yearly,$5K-$15K,4,1,1,0,1,0,1,0,4,2-4x/year,74,4,28,2.8,3,Unlikely,27,Gifter
R0458,2025-10-19,35-44,Female,Tier 2 (Large City),Sydney,$500K-$1M,Entrepreneur,Every 2-3mo,$30K-$50K,6,0,1,1,1,0,1,1,5,Monthly,76,7,54,5.4,5,Likely,324,Affluent Pro
R0459,2025-11-12,18-24,Female,Tier 1 (Metro),Los Angeles,$125K-$200K,Healthcare,2-4x/year,$15K-$30K,5,1,0,0,0,0,1,0,2,Every 2-3mo,41,3,53,5.3,6,Likely,159,Gifter
R0460,2025-11-06,55-64,Female,Tier 1 (Metro),New York,$75K-$125K,Finance,2-4x/year,<$5K,6,0,1,0,0,0,1,1,3,2-4x/year,37,3,21,2.1,2,Unlikely,63,Gifter
R0461,2025-11-03,45-54,Female,Tier 2 (Large City),Chicago,$200K-$300K,Luxury Retail,Monthly,$30K-$50K,7,0,0,1,0,1,0,0,2,Rarely,47,8,60,6.0,5,Likely,720,Aspirational
R0462,2025-11-06,35-44,Male,Tier 2 (Large City),Toronto,$125K-$200K,Entrepreneur,2-4x/year,$15K-$30K,6,1,1,1,1,1,0,0,5,2-4x/year,28,5,13,1.3,3,Unlikely,39,Gifter
R0463,2025-10-18,18-24,Female,Tier 1 (Metro),Hong Kong,$300K-$500K,Consulting,Every 2-3mo,$50K-$100K,6,0,1,0,0,0,0,0,1,Multiple/mo,95,3,79,7.9,5,Likely,474,Affluent Pro
R0464,2025-10-23,45-54,Female,Tier 2 (Large City),Chicago,$500K-$1M,Healthcare,Monthly,$50K-$100K,4,1,0,0,0,0,0,0,1,Rarely,32,6,66,6.6,6,Likely,792,Affluent Pro
R0465,2025-11-04,35-44,Male,Tier 1 (Metro),Dubai,$200K-$300K,Entrepreneur,2-4x/year,$5K-$15K,5,0,0,0,1,0,1,0,2,Yearly,43,5,47,4.7,5,Likely,141,Aspirational
R0466,2025-11-03,35-44,Female,Tier 1 (Metro),New York,$125K-$200K,Legal,Every 2-3mo,$5K-$15K,5,1,0,0,1,0,1,0,3,Every 2-3mo,21,7,46,4.6,5,Likely,276,Digital-First
R0467,2025-11-09,45-54,Male,Tier 1 (Metro),Dubai,$200K-$300K,Healthcare,2-4x/year,$5K-$15K,7,0,1,0,0,0,0,0,1,2-4x/year,33,3,48,4.8,4,Possibly,144,Aspirational
R0468,2025-11-11,25-34,Female,Tier 2 (Large City),Toronto,$1M+,Entrepreneur,Weekly,$100K-$250K,9,1,1,1,0,1,0,0,4,Monthly,68,5,97,9.7,9,Definitely,5043,Ultra-HNW
R0469,2025-10-22,55-64,Female,Tier 2 (Large City),Sydney,$200K-$300K,Healthcare,Monthly,$30K-$50K,5,0,0,0,0,0,0,0,0,Monthly,41,5,85,8.5,7,Very Likely,1020,Aspirational
R0470,2025-11-09,25-34,Male,Tier 1 (Metro),London,$200K-$300K,Healthcare,2-4x/year,$15K-$30K,9,1,1,0,0,0,1,1,4,Monthly,33,8,101,10.1,7,Very Likely,303,Aspirational
R0471,2025-11-13,25-34,Male,Tier 2 (Large City),Miami,$125K-$200K,Tech,Every 2-3mo,$15K-$30K,5,1,1,0,0,1,1,0,4,2-4x/year,68,8,24,2.4,3,Unlikely,144,Digital-First
R0472,2025-11-07,25-34,Male,Tier 1 (Metro),New York,$200K-$300K,Healthcare,Rarely,$15K-$30K,7,0,1,0,1,1,1,1,5,2-4x/year,60,4,44,4.4,5,Likely,22,Aspirational
R0473,2025-10-20,55-64,Male,Tier 1 (Metro),New York,$75K-$125K,Finance,2-4x/year,<$5K,6,1,0,0,1,1,0,0,3,Every 2-3mo,50,6,61,6.1,6,Likely,183,Gifter
R0474,2025-10-22,25-34,Male,Tier 2 (Large City),Sydney,$75K-$125K,Real Estate,Every 2-3mo,<$5K,6,0,1,1,1,1,0,1,5,Yearly,42,2,47,4.7,5,Likely,282,Digital-First
R0475,2025-10-27,35-44,Female,Tier 1 (Metro),Hong Kong,$200K-$300K,Real Estate,Every 2-3mo,$5K-$15K,8,0,0,0,0,0,1,0,1,2-4x/year,49,5,41,4.1,4,Possibly,245,Aspirational
R0476,2025-11-01,65+,Female,Tier 2 (Large City),Sydney,$200K-$300K,Media,2-4x/year,$5K-$15K,5,1,0,0,0,1,1,0,3,2-4x/year,50,3,32,3.2,4,Possibly,96,Aspirational
R0477,2025-11-06,55-64,Male,Tier 3 (Mid-size City),Geneva,Under $75K,Finance,Rarely,<$5K,5,0,1,0,0,0,0,1,2,Every 2-3mo,43,5,32,3.2,5,Likely,16,Gifter
R0478,2025-11-06,18-24,Female,Tier 1 (Metro),Dubai,Under $75K,Consulting,Yearly,<$5K,5,1,0,0,0,0,1,0,2,Monthly,59,6,38,3.8,5,Likely,38,Gifter
R0479,2025-10-30,45-54,Female,Tier 1 (Metro),Los Angeles,$200K-$300K,Luxury Retail,Weekly,$15K-$30K,6,0,1,1,1,0,0,0,3,Monthly,61,4,59,5.9,7,Very Likely,3068,Aspirational
R0480,2025-10-21,18-24,Male,Tier 1 (Metro),Singapore,$125K-$200K,Tech,2-4x/year,$5K-$15K,3,0,1,1,0,0,0,0,2,2-4x/year,55,7,27,2.7,1,Unlikely,81,Gifter
R0481,2025-10-30,55-64,Male,Tier 1 (Metro),New York,$125K-$200K,Healthcare,Rarely,$15K-$30K,6,1,0,0,0,0,0,0,1,Multiple/mo,62,4,75,7.5,5,Likely,37,Gifter
R0482,2025-10-22,35-44,Male,Tier 1 (Metro),New York,$125K-$200K,Tech,Every 2-3mo,$15K-$30K,6,0,1,0,0,0,0,1,2,Every 2-3mo,41,3,58,5.8,5,Likely,348,Digital-First
R0483,2025-11-09,25-34,Female,Tier 1 (Metro),Los Angeles,$125K-$200K,Entrepreneur,Yearly,$15K-$30K,4,1,0,1,0,1,1,0,4,2-4x/year,85,5,39,3.9,3,Unlikely,39,Gifter
R0484,2025-10-18,25-34,Female,Tier 1 (Metro),Singapore,$125K-$200K,Finance,2-3x/month,$5K-$15K,6,1,1,0,0,0,1,0,3,2-4x/year,71,4,49,4.9,5,Likely,1470,Digital-First
R0485,2025-10-30,25-34,Female,Tier 3 (Mid-size City),San Francisco,$300K-$500K,Healthcare,Monthly,$15K-$30K,9,1,0,1,0,1,0,1,4,2-4x/year,42,9,55,5.5,9,Definitely,660,Aspirational
R0486,2025-11-03,25-34,Female,Tier 1 (Metro),Singapore,$200K-$300K,Finance,Monthly,$5K-$15K,5,1,0,1,0,0,1,0,3,2-4x/year,54,10,61,6.1,8,Definitely,732,Aspirational
R0487,2025-11-05,55-64,Male,Tier 2 (Large City),Chicago,$200K-$300K,Entrepreneur,Monthly,$30K-$50K,6,1,1,0,0,1,0,0,3,2-4x/year,15,1,18,1.8,4,Possibly,216,Aspirational
R0488,2025-11-04,35-44,Male,Tier 1 (Metro),Singapore,$300K-$500K,Real Estate,Every 2-3mo,$50K-$100K,8,0,0,1,1,1,0,0,3,2-4x/year,37,6,72,7.2,9,Definitely,432,Affluent Pro
R0489,2025-11-09,45-54,Male,Tier 2 (Large City),Sydney,$125K-$200K,Healthcare,Monthly,$5K-$15K,6,0,1,1,1,0,1,1,5,Rarely,60,7,23,2.3,3,Unlikely,276,Digital-First
